290414;14040;F;23543;2992704;E;0,187;AC;0;12000
70714;14075;F;23623;2992704;E;0,1859;AC;0;4000
70714;14075;F;23970;2992704;E;0,1859;AC;0;8000
220914;14108;F;24130;2992704;E;0,1942;AC;0;12000
220914;14108;F;24181;2992704;E;0,1942;AC;0;3000
31214;14140;F;24181;2992704;E;0,2076;AC;0;5000
31214;14140;F;24431;2992704;E;0,2076;AC;0;7000
111214;14144;F;24431;2992704;E;0,2076;AC;0;1000
111214;14144;F;24524;2992704;E;0,2076;AC;0;5000
111214;14144;F;24545;2992704;E;0,2076;AC;0;11500
120215;15002;F;24545;2992704;E;0,2283;AC;0;500
120215;15002;F;24589;2992704;E;0,2283;AC;0;8000
120215;15002;F;24683;2992704;E;0,2283;AC;0;8000
120215;15002;F;24791;2992704;E;0,2283;AC;0;5000
270415;15027;F;24791;2992704;E;0,2435;AC;0;3000
270415;15027;F;24932;2992704;E;0,2435;AC;0;12000
230615;15054;F;24932;2992704;E;0,2172;AC;0;12000
220915;15087;F;25551;2992704;E;0,211;AC;0;18000
291015;15103;F;25727;2992704;E;0,2052;AC;0;5000
291015;15103;F;25782;2992704;E;0,2052;AC;0;5000
80116;15137;F;25899;2992704;E;0,2134;AC;0;10000
80116;15137;F;26082;2992704;E;0,2134;AC;0;18000
180216;16004;F;26308;2992704;E;0,2136;AC;0;5000
200416;16033;F;26472;2992704;E;0,2085;AC;0;12000
150616;16053;F;26663;2992704;E;0,2065;AC;0;10000
80916;16089;F;26845;2992704;E;0,2067;AC;0;6000
80916;16089;F;26934;2992704;E;0,2067;AC;0;6000
80916;16089;F;27146;2992704;E;0,2067;AC;0;10000
90117;16135;F;27515;2992704;E;0,2197;AC;0;6000
150217;16158;F;27760;2992704;E;0,2184;AC;0;10000
30517;17033;F;28082;2992704;E;0,2433;AC;0;3000
80617;17045;F;28082;2992704;E;0,2331;AC;0;9000
60717;17063;F;28082;2992704;E;0,209;AC;0;6000
60717;17063;F;28082;2992704;E;0,2341;AC;0;6000
60717;17063;F;28356;2992704;E;0,2341;AC;0;6000
200917;17090;F;28356;2992704;E;0,2212;AC;0;14000
170114;170;C;119144;1320;E;0,3;VE;0;400
240114;283;C;119255;6035;E;0,265;VE;0;500
300114;357;C;119333;2792;E;0,28;VE;0;1500
180214;620;C;119603;6112;E;0,26;VE;0;3000
40314;795;C;119797;6035;E;0,265;VE;0;1000
50314;822;C;119839;5020;E;0,26;VE;0;1000
60314;854;C;119889;5323;E;0,24;VE;0;3000
120314;918;C;119965;402;E;0,3;VE;0;99
290414;1576;C;119981;5945;E;0,28;VE;0;200
300414;1586;C;120655;4675;E;0,28;VE;0;1000
300414;1601;C;120517;3340;E;0,26;VE;0;3000
60514;1675;C;120703;5514;E;0,26;VE;0;3000
80514;1712;C;120732;3977;E;0,26;VE;0;1000
90514;1739;C;120773;3483;E;0,27;VE;0;3000
130514;1760;C;120777;4492;E;0,26;VE;0;800
70714;2598;C;120817;6144;E;0,26;VE;0;1500
70714;2607;C;121335;6035;E;0,26;VE;0;1000
70714;2608;C;120884;1948;E;0,25;VE;0;3000
80714;2619;C;120823;6112;E;0,26;VE;0;3000
90714;2655;C;120954;1320;E;0,7;VE;0;50
110714;2709;C;121643;3992;E;0,24;VE;0;450
150714;2736;C;121319;4611;E;0,25;VE;0;3000
220914;3392;C;122324;220;E;0,25;VE;0;3000
220914;3395;C;121775;254;E;0,24;VE;0;6000
230914;3417;C;121851;5474;E;0,27;VE;0;1000
230914;3418;C;121774;6112;E;0,25;VE;0;2000
230914;3428;C;121855;5980;E;0,23;VE;0;1500
230914;3429;C;122286;3977;E;0,26;VE;0;500
230914;3432;C;121764;6158;E;0,25;VE;0;1000
31214;4511;C;122569;2687;E;0,25;VE;0;500
31214;4513;C;123452;5514;E;0,24;VE;0;2000
31214;4515;C;122416;134;E;0,25;VE;0;1000
41214;4523;C;123190;6144;E;0,26;VE;0;1500
41214;4530;C;122285;1251;E;0,29;VE;0;500
41214;4541;C;122569;2687;E;0,25;VE;0;1000
51214;4557;C;123166;3378;E;0,75;VE;0;50
51214;4567;C;122434;5923;E;0,26;VE;0;300
51214;4568;C;121855;5980;E;0,23;VE;0;1000
101214;4621;C;121774;6112;E;0,25;VE;0;1000
101214;4620;C;123483;6112;E;0,25;VE;0;1500
121214;4649;C;123589;3378;E;0,75;VE;0;200
121214;4654;C;122647;6112;E;0,25;VE;0;3000
121214;4656;C;122416;134;E;0,25;VE;0;1000
121214;4657;C;122569;2687;E;0,25;VE;0;1500
121214;4662;C;122768;5543;E;0,25;VE;0;1500
121214;4663;C;121855;5980;E;0,23;VE;0;2300
121214;4666;C;122783;3483;E;0,27;VE;0;3000
121214;4666;C;123217;3483;E;0,27;VE;0;2000
151214;4682;C;122506;6162;E;0,25;VE;0;1200
161214;4708;C;123217;3483;E;0,27;VE;0;1000
161214;4709;C;123153;328;E;0,27;VE;0;1500
161214;4714;C;123351;6710;E;0,25;VE;0;1000
171214;4742;C;123452;5514;E;0,24;VE;0;350
191214;4782;C;122569;2687;E;0,25;VE;0;500
120215;526;C;124127;5945;E;0,28;VE;0;200
130215;536;C;124091;3378;E;0,75;VE;0;200
130215;543;C;124356;1948;E;0,25;VE;0;4000
130215;544;C;124024;5017;E;0,25;VE;0;3000
130215;545;C;123623;328;E;0,25;VE;0;1000
130215;547;C;124489;3723;E;0,27;VE;0;1000
130215;552;C;124269;5543;E;0,25;VE;0;3000
180215;603;C;123452;5514;E;0,24;VE;0;650
200315;1035;C;124778;3782;E;0,27;VE;0;1000
250315;1098;C;125040;460;E;0,27;VE;0;6000
250315;1099;C;125078;6158;E;0,27;VE;0;500
90415;1311;C;125296;4962;E;0,5;VE;0;350
150415;1406;C;125383;1672;E;0,27;VE;0;100
270415;1597;C;125383;1672;E;0,27;VE;0;900
80515;1756;C;125716;5092;E;0,27;VE;0;3000
80515;1759;C;125712;1202;E;0,84;VE;0;50
110515;1792;C;125739;460;E;0,27;VE;0;6000
140515;1836;C;125445;4735;E;0,31;VE;0;250
290515;2098;C;126050;5923;E;0,26;VE;0;300
40615;2110;C;126064;6158;E;0,27;VE;0;500
40615;2115;C;126095;3378;E;0,75;VE;0;500
100615;2197;C;126136;4839;E;0,26;VE;0;3000
110615;2207;C;125865;254;E;0,27;VE;0;499
240615;2370;C;126097;3992;E;0,27;VE;0;1000
240615;2381;C;126199;1254;E;0,27;VE;0;1500
240615;2397;C;126289;2091;E;0,27;VE;0;1000
240615;2401;C;126200;6112;E;0,27;VE;0;3000
300615;2488;C;126474;134;E;0,28;VE;0;2000
300615;2489;C;126476;5514;E;0,29;VE;0;3000
130715;2661;C;126572;3977;E;0,3;VE;0;500
300715;2972;C;126417;6144;E;0,29;VE;0;1000
230915;3380;C;126417;6144;E;0,29;VE;0;500
230915;3382;C;125865;254;E;0,27;VE;0;5500
